id,title,phase,status,active,sources
7.1,7.1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
7.2,7.2,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
7.3,7.3,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
7.4,7.4,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
7.5,7.5,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
8.1,8.1,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.1,9.1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.2,9.2,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.3,9.3,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.4,9.4,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.c,Add Agent Watchdog + Alerting,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.a,Add Windows CI workflow (GitHub Actions),R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.8,Add visual confirmation (status label) for saves/copies,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
8.1,Agent Console base + approvals/NEXT wired,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml
9.5e,Agent UI bind fix,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.4,Agent UI extension,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5d,Agent UI wiring test (wiretest v1/v2),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5,Agent UX harden,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.0,Agent UX/Worker,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5m,Agent bind appfile v1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5m2,Agent bind appfile v2 + plan sync 9.5,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5j,Agent bind scan v4,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
8.1,Agent console base,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5f,Agent endpoints hardbind,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
7.1,Agent endpoints up (fallback acceptable),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5h,Agent hardensure v3,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
P3,Agentic Execution (Adapters),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
1.1.a,App boots,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5q,App registry bind v1 + reverify,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.3.a,Append provider/model/tokens/cost,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.5,Apply patch (local) workflow via LEB using unified diff,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-106,Approval & ideas endpoints (finish the small bits),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
7.9,Approvals watchdog for 8781/8770 (LAN bind recovery),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
"Artifacts: logs, JUnit XML, coverage HTML","Artifacts: logs, JUnit XML, coverage HTML",R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
PAL-012,AuthN/AuthZ (GitHub OAuth or signed links),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
4.3,Auto-log token usage and cost to interaction YAML,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
9.3,Auto-poll + counts,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5b,Auto-process cadence toggle,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
1.7.a,Auto-write to data/interactions/,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
7.5,CI + Pack completeness,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.g,CI gate + verify in Actions,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.1.b,CI must pass,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4,CI parity (GitHub Actions on windows-latest),R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
4.1.2,Capability cataloging: record model capability tags after successful ping,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
9.6-P4,Centralize plan path (remove hard-coded references),R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3,Centralized error-capture runner integrated into inventory/reflection/model probe pipeline,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
8.1,ChatGPT Agent for multistep non-code tasks (report/notes assembly),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
9.1,Codex Agent for repo edits/tests/PRs (human approval required),R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-010,Color-coded task tree; status transitions; notes,R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
5.2.a,Configurable include rules,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
0.1.b,Confirm Windows + VSCode env,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
0.1.a,Confirm base folders created,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.e,Consolidate inventory/report tools,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
PAL-003,Constitution checks in CI (headers/tests/lint/format),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
1.12,Copy All as YAML (Input+Prompt+Response),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.3.a,Copy to clipboard works,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
PAL-030,Cost/time logger (per task/PR),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
1.5,Create chat_tab,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.10,Create core/prompt_formatter,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.3,Create input_tab,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.1,Create main,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.2,Create main_window,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.4,Create prompt_tab,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.6,Create response_tab,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
0.3,"Create venv, requirements, and lock PyQt6 environment",R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
P1,Cutover & SSOT Hardening,R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
2.8,Deep inventory + dependency audit in place,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
2.10,Deep inventory includes dunder files (e,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-002,Define YAML schemas + Pydantic models,R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
0.1,Define root project directory layout (C:\_Repos\PersistentAssistant),R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
P6,Desktop Base App (Optional),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
7.5c,Diagnostics page,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
PAL-020,Doc->YAML converter (ChatGPT-5 adapter),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
9.6-P1,"Docs (TOOLS.md, PROCESS.md)",R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
1.11.a,Dummy response writer working,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.1,Enable Role GPTs (Architect / CodeGen / Reviewer) with pinned policies,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
1.9,Enforce file headers and docstrings,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-021,Execute work items via Claude Code 4.5,R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
PAL-040,Export YAML -> Spec-Kit MD,R1,todo,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
3.2,Fetch raw provider models,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
2.4,File-integrity protocol (manifest + safe replace + drift verify),R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
4.1.a,Filter to chat-capable & healthy models,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
9.5k,Flask monkeypatch bind v1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.3,GUI Run tab wired to LEB with live logs and status,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
3.7,"GUI tools tab: busy cursor, per-run logs, summaries",R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
8.1.a,Guarded by project autonomy policy,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3c,Hardened runner with robust argv parsing + insights export,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-031,Harvest stable utilities from legacy,R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
1.9.a,Headers present in all GUI/core files,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.1.b,Headers with Feature-ID enforced in outputs,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
PAL-105,Health & rollback E2E tests (CI),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
1.14.b,Immediate UI refresh,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
1.7,Implement autosave on paste to YAML,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml
PAL-022,Implement wrapper (validate -> approve -> PR),R1,pending,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
PAL-041,Import Spec-Kit MD -> YAML,R1,todo,False,C:/_Repos/PersistentAssistant/pal/plan/pal_project_plan.yaml
9.8,Inbound AI processing pipeline v1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/plan_texts_full.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.normalized.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
