path,ext,size_bytes,modified_utc
tools/py/agentic/policy_debug.py,.py,1123,2025-08-31 19:55:39
tools/py/agentic/policy_edit.py,.py,1792,2025-09-07 17:20:21
tools/py/agentic/policy_utils.py,.py,3874,2025-08-31 19:55:01
tools/py/agentic/project_config.py,.py,3028,2025-09-07 20:11:06
tools/py/agentic/proposal_types.py,.py,620,2025-09-07 20:57:20
tools/py/agentic/propose_for_step.py,.py,2477,2025-08-31 19:12:27
tools/py/agentic/sample_proposal.py,.py,1908,2025-08-31 17:37:04
tools/py/agentic/status.py,.py,585,2025-09-07 21:00:35
tools/py/apply_common.py,.py,572,2025-09-27 16:31:18
tools/py/auto_fix_main_if_block.py,.py,2258,2025-08-26 23:23:45
tools/py/ci/ci_check.py,.py,2640,2025-08-28 13:57:19
tools/py/ci/ci_check.py.bak.20250828_000248,.20250828_000248,2478,2025-08-27 23:02:48
tools/py/ci/patch_workflows.py,.py,3107,2025-08-28 12:41:26
tools/py/ci/pre_push.py,.py,401,2025-08-27 23:24:03
tools/py/ci/reply_lint_selected.py,.py,1124,2025-08-27 22:58:00
tools/py/cloudflared_parse.py,.py,794,2025-09-30 17:57:24
tools/py/context/analyze_repo.py,.py,4369,2025-10-20 15:48:08
tools/py/context/build_context_bundle.py,.py,6062,2025-10-20 15:47:37
tools/py/control_server.py,.py,2731,2025-09-29 20:26:04
tools/py/daily/daily_dev_loop.py,.py,5109,2025-08-28 08:44:40
tools/py/dev/verify_core_import.py,.py,264,2025-09-03 20:24:30
tools/py/devstep_catalog.py,.py,2689,2025-09-27 16:03:30
tools/py/doc_inventory.py,.py,789,2025-09-27 10:51:48
tools/py/email_watcher.py,.py,9321,2025-09-29 12:58:44
tools/py/email_watcher_graph.py,.py,7010,2025-09-29 08:37:12
tools/py/executor/__init__.py,.py,2,2025-09-03 21:38:19
tools/py/executor/leb_executor.py,.py,1703,2025-09-03 21:38:19
tools/py/executor/patch_apply.py,.py,3151,2025-09-07 21:15:11
tools/py/file_usage_analyzer.py,.py,1309,2025-09-27 10:09:44
tools/py/file_usage_report.py,.py,1185,2025-09-27 15:14:36
tools/py/imap_probe.py,.py,1772,2025-09-27 17:32:42
tools/py/intake_new.py,.py,683,2025-09-27 15:14:36
tools/py/intake_submit.py,.py,764,2025-09-27 10:09:44
tools/py/intake_to_devstep.py,.py,804,2025-09-27 10:51:48
tools/py/inventory/report_headers.py,.py,3553,2025-08-27 21:35:57
tools/py/inventory/report_index.py,.py,2219,2025-08-27 21:35:44
tools/py/lan_control_server.py,.py,1979,2025-09-29 21:12:22
tools/py/leb/leb_ensure.py,.py,136,2025-08-31 17:13:45
tools/py/leb/leb_runner.py,.py,136,2025-08-31 17:13:45
tools/py/leb/leb_verify.py,.py,136,2025-08-31 17:13:45
tools/py/lint/find_bad_escapes.py,.py,2899,2025-08-27 21:39:52
tools/py/lint/reply_lint.py,.py,2969,2025-08-27 22:01:34
tools/py/maintenance/tmp_prune.py,.py,1557,2025-09-03 20:04:43
tools/py/mvp_smoke.py,.py,1999,2025-08-28 08:16:23
tools/py/net/port_kill.py,.py,2279,2025-08-28 10:35:20
tools/py/net/port_probe.py,.py,1417,2025-08-28 10:07:32
tools/py/ops_status_html.py,.py,2279,2025-09-29 16:57:00
tools/py/pa_agent_bringup.py,.py,5893,2025-08-28 10:42:36
tools/py/pa_bootstrap.py,.py,1439,2025-08-27 12:20:44
tools/py/pa_diag_runner.py,.py,5818,2025-08-26 23:44:56
tools/py/pa_project_snapshot.py,.py,12073,2025-08-27 22:08:49
tools/py/pa_std_summary.py,.py,2418,2025-08-27 19:31:18
tools/py/pack/ast_indexer.py,.py,3013,2025-09-14 09:44:11
tools/py/pack/enrich_pack.py,.py,5735,2025-08-27 23:18:36
tools/py/pack/enrich_pack.py.bak.20250828_001317,.20250828_001317,5626,2025-08-27 23:13:17
tools/py/pack/enrich_pack.py.bak.20250828_001836,.20250828_001836,5708,2025-08-27 23:18:36
tools/py/pack/make_support_bundle.py,.py,5621,2025-09-13 12:16:33
tools/py/pack/make_support_bundle.py.bak_20250913_131633,.bak_20250913_131633,6806,2025-09-13 09:39:47
tools/py/pack/repo_tidy_classifier.py,.py,13396,2025-09-14 10:38:21
tools/py/pack/verify_pack.py,.py,2258,2025-08-27 22:08:20
tools/py/pack_fetcher.py,.py,9110,2025-09-29 13:35:58
tools/py/pack_inbox_watcher.py,.py,538,2025-09-27 10:09:44
tools/py/patch_unified_add_control.py,.py,1929,2025-09-29 18:41:03
tools/py/patches/cleanup_apply_handlers.py,.py,2586,2025-09-13 19:31:17
tools/py/patches/ensure_applystep_and_listener.py,.py,4137,2025-09-13 19:23:20
tools/py/patches/finalize_apply_handlers.py,.py,5935,2025-09-13 19:36:20
tools/py/patches/finalize_apply_handlers_v2.py,.py,5457,2025-09-13 19:40:04
tools/py/patches/fix_settings_apply_ui.py,.py,6473,2025-09-13 19:15:02
tools/py/patches/instrument_tabs_fallback.py,.py,2054,2025-09-13 20:14:19
tools/py/plan/build_plan_texts.py,.py,4525,2025-08-29 10:19:21
tools/py/plan/normalize_plan_yaml.py,.py,4118,2025-08-29 16:56:36
tools/py/plan_merge.py,.py,1825,2025-09-29 17:37:14
tools/py/plan_step_add.py,.py,9565,2025-08-27 12:25:09
tools/py/plan_step_update.py,.py,2000,2025-08-27 23:15:14
tools/py/pwa/gui_diag.py,.py,8882,2025-08-29 08:29:44
tools/py/registry/__pycache__/test_add_tool_guard.cpython-313-pytest-8.4.1.pyc,.pyc,5276,2025-09-30 19:54:02
tools/py/registry/add_tool.py,.py,3311,2025-08-28 13:33:42
tools/py/registry/add_tool.py.bak.20250827_232611,.20250827_232611,2425,2025-08-27 22:26:11
tools/py/registry/add_tool.py.bak.20250827_233022,.20250827_233022,2509,2025-08-27 22:30:22
tools/py/registry/build_tool_catalog.py,.py,7809,2025-08-27 15:55:40
tools/py/registry/dup_guard.py,.py,1976,2025-08-27 22:35:00
tools/py/registry/test_add_tool_guard.py,.py,1484,2025-08-27 22:41:43
tools/py/repair_server_syntax.py,.py,3178,2025-08-27 09:07:22
tools/py/sha256sum.py,.py,489,2025-09-29 16:57:00
tools/py/smoke_aggregate.py,.py,1964,2025-09-27 10:51:48
tools/py/smoke_summary_cli.py,.py,2561,2025-09-27 15:23:30
tools/py/tool_catalog.json,.json,6274,2025-08-28 08:28:50
tools/py/tool_catalog.md,.md,2460,2025-08-28 08:28:50
tools/py/tool_catalog.overlay.yaml,.yaml,1287,2025-08-28 08:28:50
tools/py/tool_catalog.yaml,.yaml,4516,2025-08-28 08:28:50
tools/py/unified_server.py,.py,7123,2025-09-29 17:38:01
tools/py/watchdog/agent.py,.py,1505,2025-08-27 12:19:15
tools/py/watchdog/config.py,.py,2795,2025-08-27 12:18:30
tools/py/watchdog/install.py,.py,3335,2025-08-27 12:20:08
tools/py/watchdog/notify.py,.py,2420,2025-08-27 12:18:55
tools/py/watchdog/watchdog.py,.py,2511,2025-08-27 12:19:48
tools/py/web_mobile_inventory.py,.py,2206,2025-09-29 16:33:34
tools/py/web_mobile_shortlist.py,.py,1746,2025-09-29 16:56:42
tools/py/which_email_module.py,.py,164,2025-09-29 12:58:44
tools/reflection_gate.py,.py,5184,2025-08-22 15:43:15
tools/reply_contract/assistant_reply_v2.schema.json,.json,498,2025-08-26 07:07:33
tools/reply_contract/validator.py,.py,4351,2025-08-26 07:07:33
tools/report_active_costs.py,.py,1137,2025-08-22 15:43:15
tools/role_context.py,.py,634,2025-08-22 16:22:50
tools/run_tests.py,.py,778,2025-08-22 15:55:58
tools/run_watchdog.ps1,.ps1,407,2025-08-23 20:43:25
tools/run_with_capture.py,.py,5107,2025-08-31 18:02:23
tools/safe_replace.py,.py,2014,2025-08-22 15:55:58
tools/sanitize_project_yaml.py,.py,2330,2025-08-22 15:55:58
tools/sanitize_yaml_generic.py,.py,4250,2025-08-22 15:55:58
tools/schemas_current.json,.json,2052,2025-08-26 16:10:12
tools/self_check.py,.py,1282,2025-08-22 15:55:58
tools/send_with_memory.py,.py,2053,2025-08-22 15:55:58
tools/session_store.py,.py,1108,2025-08-22 15:55:58
tools/set_config_memory_toggle.py,.py,739,2025-08-22 15:55:58
tools/show_next_step.py,.py,1982,2025-08-22 15:43:15
tools/snippet_pack.py,.py,761,2025-08-22 16:56:03
tools/static/js/new_project_widget.js,.js,2110,2025-08-28 09:28:03
tools/structure_sync.py,.py,10272,2025-08-22 15:55:58
tools/tmp/patches/proposal_step_10_3.json,.json,382,2025-08-31 18:27:06
tools/tmp/patches/proposal_step_10_4.json,.json,416,2025-09-03 21:59:30
tools/tool_catalog.json,.json,9975,2025-08-27 22:15:40
tools/tool_catalog.md,.md,4731,2025-08-27 22:15:40
tools/tool_catalog.overlay.yaml,.yaml,4370,2025-08-27 22:15:40
tools/tool_catalog.yaml,.yaml,7581,2025-08-27 22:15:40
tools/tools/tool_catalog.json,.json,1188,2025-09-14 07:04:01
tools/tools/tool_catalog.md,.md,679,2025-09-14 07:04:01
tools/tools/tool_catalog.overlay.yaml,.yaml,920,2025-08-28 10:44:26
tools/tools/tool_catalog.yaml,.yaml,927,2025-09-14 07:04:01
tools/update_ai_models.py,.py,4500,2025-08-22 15:55:58
tools/update_index_sha.py,.py,700,2025-08-22 15:43:15
tools/verify_against_manifest.py,.py,1909,2025-08-22 15:55:58
tools/verify_plan_compat.py,.py,725,2025-08-23 06:08:57
tools/verify_plan_tree.py,.py,243,2025-08-23 06:16:41
tools/watchdog_cmds_demo.txt,.txt,77,2025-10-12 12:59:04
